#==============================================================================
# EdgeNmea_Universal_0.9.py VERSION 0.0.9
# UTC Date and Time:    2023-03-30 07:22:17
# Cruise:               Hooft_Galapagos_Plume
# Station:              42
# Instrument:           T107
# Drop-Point Latitude:  0 27.9024 S
# Drop-Point Longitude: 94 07.3070 W
# Drop-Point Depth (m): 3392
# Deck box:             59923
# Transducer:           HullDucer
# TAT:                  13 ms
# Speed of Sound:       1500 m/s
# Comment: 
#
#==============================================================================
# Sys date time utc, rng m,rng ms,    latitude  ,    longitude  , GPS time, heading
2023-03-30 07:25:38,  3397,  4530, 00 27.9018 S, 094 07.3244 W, 07:25:28.00, 334.8
2023-03-30 07:25:53,  3396,  4529, 00 27.8966 S, 094 07.3272 W, 07:25:43.00, 316.4
2023-03-30 07:26:08,  3398,  4531, 00 27.8903 S, 094 07.3285 W, 07:25:58.00, 15.9
2023-03-30 07:26:23,  3398,  4531, 00 27.8826 S, 094 07.3290 W, 07:26:13.00, 352.1
2023-03-30 07:26:39,  3399,  4533, 00 27.8733 S, 094 07.3298 W, 07:26:28.00, 357.0
2023-03-30 07:26:54,  3399,  4533, 00 27.8622 S, 094 07.3294 W, 07:26:44.00, 358.2
2023-03-30 07:27:09,  3399,  4533, 00 27.8503 S, 094 07.3289 W, 07:26:59.00, 3.6
2023-03-30 07:27:24,  3401,  4535, 00 27.8376 S, 094 07.3276 W, 07:27:14.00, 11.8
2023-03-30 07:27:39,  3402,  4537, 00 27.8241 S, 094 07.3272 W, 07:27:29.00, 356.0
2023-03-30 07:27:54,  3403,  4538, 00 27.8100 S, 094 07.3270 W, 07:27:44.00, 4.6
2023-03-30 07:28:09,  3405,  4541, 00 27.7954 S, 094 07.3269 W, 07:27:59.00, 359.8
2023-03-30 07:28:24,  3408,  4544, 00 27.7797 S, 094 07.3275 W, 07:28:14.00, 358.4
2023-03-30 07:28:39,  3410,  4547, 00 27.7632 S, 094 07.3281 W, 07:28:29.00, 356.1
2023-03-30 07:28:54,  3412,  4550, 00 27.7458 S, 094 07.3291 W, 07:28:44.00, 353.2
2023-03-30 07:29:09,  3417,  4556, 00 27.7281 S, 094 07.3301 W, 07:28:59.00, 0.8
2023-03-30 07:29:24,  3420,  4561, 00 27.7096 S, 094 07.3307 W, 07:29:14.00, 0.2
2023-03-30 07:29:40,  3424,  4566, 00 27.6908 S, 094 07.3304 W, 07:29:29.00, 4.4
2023-03-30 07:29:55,  3430,  4574, 00 27.6708 S, 094 07.3305 W, 07:29:45.00, 355.5
2023-03-30 07:30:10,  3435,  4580, 00 27.6517 S, 094 07.3298 W, 07:30:00.00, 10.4
2023-03-30 07:30:25,  3439,  4586, 00 27.6327 S, 094 07.3296 W, 07:30:15.00, 353.0
2023-03-30 07:30:40,  3446,  4595, 00 27.6135 S, 094 07.3305 W, 07:30:30.00, 1.5
2023-03-30 07:30:55,  3451,  4602, 00 27.5941 S, 094 07.3301 W, 07:30:45.00, 359.1
2023-03-30 07:31:10,  3458,  4611, 00 27.5749 S, 094 07.3314 W, 07:31:00.00, 354.1
2023-03-30 07:31:25,  3465,  4621, 00 27.5556 S, 094 07.3313 W, 07:31:15.00, 6.7
2023-03-30 07:31:40,  3471,  4629, 00 27.5365 S, 094 07.3318 W, 07:31:30.00, 356.2
2023-03-30 07:31:55,  3479,  4639, 00 27.5172 S, 094 07.3320 W, 07:31:45.00, 358.6
2023-03-30 07:32:10,  3488,  4651, 00 27.4980 S, 094 07.3326 W, 07:32:00.00, 3.6
2023-03-30 07:32:25,  3495,  4661, 00 27.4790 S, 094 07.3321 W, 07:32:15.00, 3.4
2023-03-30 07:32:41,  3504,  4672, 00 27.4585 S, 094 07.3329 W, 07:32:31.00, 351.8
2023-03-30 07:32:56,  3513,  4685, 00 27.4391 S, 094 07.3327 W, 07:32:46.00, 4.6
2023-03-30 07:33:11,  3523,  4698, 00 27.4197 S, 094 07.3324 W, 07:33:01.00, 0.9
2023-03-30 07:33:26,  3532,  4710, 00 27.4002 S, 094 07.3325 W, 07:33:16.00, 355.7
2023-03-30 07:33:41,  3543,  4724, 00 27.3807 S, 094 07.3317 W, 07:33:31.00, 5.9
2023-03-30 07:33:56,  3553,  4738, 00 27.3611 S, 094 07.3315 W, 07:33:46.00, 1.9
2023-03-30 07:34:11,  3564,  4752, 00 27.3415 S, 094 07.3309 W, 07:34:01.00, 4.8
2023-03-30 07:34:26,  3576,  4768, 00 27.3215 S, 094 07.3303 W, 07:34:16.00, 358.0
2023-03-30 07:34:41,  3587,  4783, 00 27.3018 S, 094 07.3298 W, 07:34:31.00, 7.6
2023-03-30 07:34:56,  3600,  4800, 00 27.2818 S, 094 07.3286 W, 07:34:46.00, 2.0
2023-03-30 07:35:12,  3612,  4817, 00 27.2604 S, 094 07.3280 W, 07:35:02.00, 0.6
2023-03-30 07:35:27,  3624,  4833, 00 27.2402 S, 094 07.3269 W, 07:35:17.00, 6.4
2023-03-30 07:35:42,  3638,  4851, 00 27.2199 S, 094 07.3262 W, 07:35:32.00, 355.3
2023-03-30 07:35:57,  3651,  4868, 00 27.2001 S, 094 07.3254 W, 07:35:47.00, 6.2
2023-03-30 07:36:12,  3666,  4888, 00 27.1801 S, 094 07.3245 W, 07:36:02.00, 4.6
2023-03-30 07:36:27,  3680,  4907, 00 27.1597 S, 094 07.3240 W, 07:36:17.00, 5.0
2023-03-30 07:36:42,  3695,  4927, 00 27.1395 S, 094 07.3230 W, 07:36:32.00, 358.6
2023-03-30 07:36:57,  3708,  4945, 00 27.1193 S, 094 07.3223 W, 07:36:47.00, 4.5
2023-03-30 07:37:13,  3723,  4965, 00 27.0980 S, 094 07.3221 W, 07:37:03.00, 358.9
2023-03-30 07:37:28,  3739,  4986, 00 27.0781 S, 094 07.3224 W, 07:37:18.00, 2.0
2023-03-30 07:37:43,  3755,  5007, 00 27.0584 S, 094 07.3229 W, 07:37:33.00, 354.5
2023-03-30 07:37:58,  3770,  5027, 00 27.0395 S, 094 07.3230 W, 07:37:48.00, 7.2
2023-03-30 07:38:13,  3782,  5043, 00 27.0223 S, 094 07.3189 W, 07:38:03.00, 22.6
2023-03-30 07:38:29,  3791,  5055, 00 27.0082 S, 094 07.3094 W, 07:38:19.00, 48.8
2023-03-30 07:38:44,  3796,  5062, 00 26.9988 S, 094 07.2979 W, 07:38:34.00, 64.0
2023-03-30 07:38:59,  3798,  5065, 00 26.9939 S, 094 07.2849 W, 07:38:49.00, 101.8
2023-03-30 07:39:14,  3798,  5065, 00 26.9928 S, 094 07.2715 W, 07:39:04.00, 96.9
2023-03-30 07:39:29,  3795,  5060, 00 26.9962 S, 094 07.2580 W, 07:39:19.00, 108.7
2023-03-30 07:39:44,  3789,  5053, 00 27.0031 S, 094 07.2454 W, 07:39:34.00, 125.9
2023-03-30 07:39:59,  3782,  5043, 00 27.0131 S, 094 07.2322 W, 07:39:49.00, 130.6
2023-03-30 07:40:14,  3774,  5032, 00 27.0244 S, 094 07.2180 W, 07:40:04.00, 123.3
2023-03-30 07:40:29,  3763,  5018, 00 27.0371 S, 094 07.2031 W, 07:40:19.00, 126.3
2023-03-30 07:40:44,  3754,  5006, 00 27.0512 S, 094 07.1883 W, 07:40:34.00, 140.4
2023-03-30 07:40:59,  3745,  4994, 00 27.0654 S, 094 07.1733 W, 07:40:49.00, 129.2
2023-03-30 07:41:15,  3735,  4980, 00 27.0800 S, 094 07.1568 W, 07:41:05.00, 132.1
2023-03-30 07:41:30,  3726,  4969, 00 27.0948 S, 094 07.1427 W, 07:41:20.00, 143.9
2023-03-30 07:41:45,  3716,  4955, 00 27.1102 S, 094 07.1290 W, 07:41:35.00, 136.5
2023-03-30 07:42:00,  3707,  4943, 00 27.1251 S, 094 07.1141 W, 07:41:50.00, 126.9
2023-03-30 07:42:15,  3698,  4931, 00 27.1407 S, 094 07.0996 W, 07:42:05.00, 140.1
2023-03-30 07:42:31,  3690,  4921, 00 27.1576 S, 094 07.0845 W, 07:42:21.00, 141.0
2023-03-30 07:42:46,  3681,  4909, 00 27.1730 S, 094 07.0693 W, 07:42:36.00, 134.7
2023-03-30 07:43:01,  3674,  4899, 00 27.1885 S, 094 07.0547 W, 07:42:51.00, 133.6
2023-03-30 07:43:16,  3667,  4890, 00 27.2038 S, 094 07.0402 W, 07:43:06.00, 136.8
2023-03-30 07:43:31,  3660,  4881, 00 27.2192 S, 094 07.0251 W, 07:43:21.00, 135.9
2023-03-30 07:43:46,  3654,  4873, 00 27.2345 S, 094 07.0105 W, 07:43:36.00, 136.6
2023-03-30 07:44:16,  3642,  4857, 00 27.2654 S, 094 06.9807 W, 07:44:06.00, 136.8
2023-03-30 07:44:32,  3639,  4852, 00 27.2814 S, 094 06.9659 W, 07:44:21.00, 139.7
2023-03-30 07:44:47,  3633,  4845, 00 27.2976 S, 094 06.9499 W, 07:44:37.00, 132.0
2023-03-30 07:45:02,  3629,  4839, 00 27.3130 S, 094 06.9347 W, 07:44:52.00, 134.3
2023-03-30 07:45:17,  3627,  4836, 00 27.3273 S, 094 06.9208 W, 07:45:07.00, 137.1
2023-03-30 07:45:32,  3623,  4831, 00 27.3419 S, 094 06.9062 W, 07:45:22.00, 137.4
2023-03-30 07:45:47,  3621,  4829, 00 27.3562 S, 094 06.8922 W, 07:45:37.00, 132.4
2023-03-30 07:46:02,  3618,  4825, 00 27.3709 S, 094 06.8780 W, 07:45:52.00, 140.5
2023-03-30 07:46:17,  3617,  4823, 00 27.3863 S, 094 06.8642 W, 07:46:07.00, 140.5
2023-03-30 07:46:32,  3612,  4816, 00 27.4016 S, 094 06.8504 W, 07:46:22.00, 134.7
2023-03-30 07:46:47,  3612,  4817, 00 27.4168 S, 094 06.8364 W, 07:46:37.00, 136.5
2023-03-30 07:47:02,  3612,  4817, 00 27.4323 S, 094 06.8228 W, 07:46:52.00, 140.3
2023-03-30 07:47:17,  3611,  4815, 00 27.4475 S, 094 06.8093 W, 07:47:07.00, 139.7
2023-03-30 07:47:32,  3610,  4814, 00 27.4625 S, 094 06.7950 W, 07:47:22.00, 128.4
2023-03-30 07:47:48,  3612,  4817, 00 27.4786 S, 094 06.7803 W, 07:47:38.00, 144.5
2023-03-30 07:48:03,  3612,  4816, 00 27.4940 S, 094 06.7669 W, 07:47:53.00, 145.0
2023-03-30 07:48:18,  3612,  4817, 00 27.5088 S, 094 06.7531 W, 07:48:08.00, 130.3
2023-03-30 07:48:33,  3614,  4819, 00 27.5235 S, 094 06.7392 W, 07:48:23.00, 134.0
2023-03-30 07:48:48,  3615,  4821, 00 27.5384 S, 094 06.7256 W, 07:48:38.00, 138.4
2023-03-30 07:49:03,  3618,  4824, 00 27.5531 S, 094 06.7127 W, 07:48:53.00, 142.6
2023-03-30 07:49:18,  3620,  4827, 00 27.5685 S, 094 06.6998 W, 07:49:08.00, 139.9
2023-03-30 07:49:33,  3621,  4829, 00 27.5839 S, 094 06.6865 W, 07:49:23.00, 133.8
2023-03-30 07:49:48,  3624,  4833, 00 27.5997 S, 094 06.6734 W, 07:49:38.00, 141.4
2023-03-30 07:50:03,  3629,  4839, 00 27.6156 S, 094 06.6597 W, 07:49:53.00, 135.9
2023-03-30 07:50:18,  3633,  4844, 00 27.6312 S, 094 06.6456 W, 07:50:08.00, 138.5
2023-03-30 07:50:33,  3637,  4850, 00 27.6467 S, 094 06.6321 W, 07:50:23.00, 134.4
2023-03-30 07:50:49,  3642,  4856, 00 27.6633 S, 094 06.6171 W, 07:50:39.00, 138.4
2023-03-30 07:51:04,  3647,  4863, 00 27.6783 S, 094 06.6039 W, 07:50:54.00, 139.8
2023-03-30 07:51:19,  3653,  4871, 00 27.6934 S, 094 06.5907 W, 07:51:09.00, 137.1
2023-03-30 07:51:34,  3657,  4877, 00 27.7079 S, 094 06.5768 W, 07:51:24.00, 131.0
2023-03-30 07:51:49,  3664,  4886, 00 27.7227 S, 094 06.5636 W, 07:51:39.00, 142.4
2023-03-30 07:52:04,  3672,  4896, 00 27.7379 S, 094 06.5506 W, 07:51:54.00, 141.4
2023-03-30 07:52:19,  3678,  4905, 00 27.7528 S, 094 06.5373 W, 07:52:09.00, 136.6
2023-03-30 07:52:34,  3686,  4915, 00 27.7679 S, 094 06.5239 W, 07:52:24.00, 140.7
2023-03-30 07:52:50,  3693,  4925, 00 27.7841 S, 094 06.5102 W, 07:52:40.00, 141.6
2023-03-30 07:53:05,  3701,  4935, 00 27.7984 S, 094 06.4967 W, 07:52:55.00, 129.6
2023-03-30 07:53:20,  3709,  4946, 00 27.8134 S, 094 06.4840 W, 07:53:10.00, 143.7
2023-03-30 07:53:35,  3718,  4958, 00 27.8285 S, 094 06.4714 W, 07:53:25.00, 141.2
2023-03-30 07:53:50,  3726,  4968, 00 27.8425 S, 094 06.4575 W, 07:53:40.00, 130.8
2023-03-30 07:54:06,  3733,  4978, 00 27.8582 S, 094 06.4458 W, 07:53:56.00, 157.0
2023-03-30 07:54:21,  3737,  4983, 00 27.8728 S, 094 06.4379 W, 07:54:11.00, 147.1
2023-03-30 07:54:36,  3738,  4984, 00 27.8871 S, 094 06.4335 W, 07:54:26.00, 172.3
2023-03-30 07:54:51,  3737,  4983, 00 27.9001 S, 094 06.4334 W, 07:54:41.00, 181.9
2023-03-30 07:55:06,  3733,  4978, 00 27.9110 S, 094 06.4371 W, 07:54:56.00, 196.4
2023-03-30 07:55:22,  3729,  4972, 00 27.9220 S, 094 06.4434 W, 07:55:12.00, 225.9
2023-03-30 07:55:37,  3723,  4964, 00 27.9326 S, 094 06.4509 W, 07:55:27.00, 216.9
2023-03-30 07:55:52,  3717,  4956, 00 27.9435 S, 094 06.4598 W, 07:55:42.00, 212.2
2023-03-30 07:56:07,  3711,  4948, 00 27.9552 S, 094 06.4686 W, 07:55:57.00, 224.5
2023-03-30 07:56:22,  3703,  4938, 00 27.9666 S, 094 06.4791 W, 07:56:12.00, 231.1
2023-03-30 07:56:38,  3696,  4929, 00 27.9796 S, 094 06.4887 W, 07:56:27.00, 210.2
2023-03-30 07:56:53,  3689,  4919, 00 27.9932 S, 094 06.5008 W, 07:56:43.00, 214.6
2023-03-30 07:57:08,  3682,  4910, 00 28.0063 S, 094 06.5115 W, 07:56:58.00, 205.8
2023-03-30 07:57:38,  3669,  4892, 00 28.0331 S, 094 06.5346 W, 07:57:28.00, 209.9
2023-03-30 07:57:53,  3662,  4883, 00 28.0476 S, 094 06.5455 W, 07:57:43.00, 215.0
2023-03-30 07:58:08,  3657,  4876, 00 28.0608 S, 094 06.5576 W, 07:57:58.00, 231.2
2023-03-30 07:58:23,  3650,  4867, 00 28.0748 S, 094 06.5691 W, 07:58:13.00, 205.0
2023-03-30 07:58:39,  3644,  4859, 00 28.0893 S, 094 06.5805 W, 07:58:28.00, 215.6
2023-03-30 07:58:54,  3640,  4854, 00 28.1035 S, 094 06.5943 W, 07:58:44.00, 236.5
2023-03-30 07:59:09,  3633,  4845, 00 28.1179 S, 094 06.6061 W, 07:58:59.00, 204.3
2023-03-30 07:59:24,  3630,  4840, 00 28.1323 S, 094 06.6174 W, 07:59:14.00, 221.5
2023-03-30 07:59:39,  3625,  4834, 00 28.1460 S, 094 06.6295 W, 07:59:29.00, 217.2
2023-03-30 07:59:54,  3621,  4829, 00 28.1609 S, 094 06.6410 W, 07:59:44.00, 206.7
2023-03-30 08:00:09,  3617,  4823, 00 28.1748 S, 094 06.6529 W, 07:59:59.00, 229.7
2023-03-30 08:00:24,  3613,  4818, 00 28.1886 S, 094 06.6652 W, 08:00:14.00, 215.3
2023-03-30 08:00:39,  3610,  4814, 00 28.2038 S, 094 06.6767 W, 08:00:29.00, 209.1
2023-03-30 08:00:54,  3608,  4811, 00 28.2180 S, 094 06.6887 W, 08:00:44.00, 234.4
2023-03-30 08:01:09,  3605,  4807, 00 28.2313 S, 094 06.7015 W, 08:00:59.00, 231.6
2023-03-30 08:01:24,  3603,  4804, 00 28.2455 S, 094 06.7137 W, 08:01:14.00, 215.8
2023-03-30 08:01:39,  3601,  4802, 00 28.2598 S, 094 06.7261 W, 08:01:29.00, 224.7
2023-03-30 08:01:51,  1249,  1666, 00 28.2708 S, 094 06.7360 W, 08:01:41.00, 222.8
2023-03-30 08:02:10,  3597,  4796, 00 28.2882 S, 094 06.7523 W, 08:02:00.00, 228.0
2023-03-30 08:02:25,  3596,  4795, 00 28.3027 S, 094 06.7645 W, 08:02:15.00, 219.6
2023-03-30 08:02:40,  3594,  4793, 00 28.3164 S, 094 06.7774 W, 08:02:30.00, 223.0
2023-03-30 08:02:55,  3596,  4795, 00 28.3301 S, 094 06.7897 W, 08:02:45.00, 219.5
2023-03-30 08:03:10,  3594,  4793, 00 28.3443 S, 094 06.8022 W, 08:03:00.00, 219.8
2023-03-30 08:03:25,  3595,  4794, 00 28.3587 S, 094 06.8144 W, 08:03:15.00, 222.8
2023-03-30 08:03:40,  3597,  4796, 00 28.3728 S, 094 06.8269 W, 08:03:30.00, 224.2
2023-03-30 08:03:55,  3596,  4795, 00 28.3862 S, 094 06.8399 W, 08:03:45.00, 214.2
2023-03-30 08:04:10,  3597,  4796, 00 28.4005 S, 094 06.8522 W, 08:04:00.00, 225.5
2023-03-30 08:04:25,  3600,  4800, 00 28.4144 S, 094 06.8649 W, 08:04:15.00, 225.1
2023-03-30 08:04:40,  3600,  4801, 00 28.4280 S, 094 06.8779 W, 08:04:30.00, 229.1
2023-03-30 08:04:55,  3602,  4803, 00 28.4420 S, 094 06.8907 W, 08:04:45.00, 218.5
2023-03-30 08:05:11,  3605,  4807, 00 28.4560 S, 094 06.9052 W, 08:05:01.00, 238.8
2023-03-30 08:05:26,  3607,  4810, 00 28.4696 S, 094 06.9182 W, 08:05:16.00, 214.7
2023-03-30 08:05:41,  3609,  4813, 00 28.4837 S, 094 06.9312 W, 08:05:31.00, 215.4
2023-03-30 08:05:56,  3613,  4818, 00 28.4970 S, 094 06.9446 W, 08:05:46.00, 239.0
2023-03-30 08:06:11,  3617,  4823, 00 28.5101 S, 094 06.9582 W, 08:06:01.00, 218.2
2023-03-30 08:06:26,  3620,  4827, 00 28.5240 S, 094 06.9706 W, 08:06:16.00, 225.7
2023-03-30 08:06:41,  3624,  4833, 00 28.5364 S, 094 06.9845 W, 08:06:31.00, 244.2
2023-03-30 08:06:56,  3629,  4839, 00 28.5503 S, 094 06.9970 W, 08:06:46.00, 209.7
2023-03-30 08:07:11,  3633,  4845, 00 28.5640 S, 094 07.0098 W, 08:07:01.00, 221.2
2023-03-30 08:07:26,  3639,  4852, 00 28.5774 S, 094 07.0232 W, 08:07:16.00, 233.0
2023-03-30 08:07:41,  3644,  4859, 00 28.5916 S, 094 07.0357 W, 08:07:31.00, 222.3
2023-03-30 08:07:57,  3651,  4868, 00 28.6058 S, 094 07.0500 W, 08:07:47.00, 224.7
2023-03-30 08:08:12,  3657,  4876, 00 28.6200 S, 094 07.0627 W, 08:08:02.00, 219.0
2023-03-30 08:08:27,  3663,  4884, 00 28.6330 S, 094 07.0763 W, 08:08:17.00, 243.0
2023-03-30 08:08:42,  3670,  4894, 00 28.6468 S, 094 07.0892 W, 08:08:32.00, 208.3
2023-03-30 08:08:57,  3677,  4903, 00 28.6611 S, 094 07.1018 W, 08:08:47.00, 225.3
2023-03-30 08:09:12,  3685,  4914, 00 28.6741 S, 094 07.1149 W, 08:09:02.00, 226.4
2023-03-30 08:09:27,  3693,  4924, 00 28.6874 S, 094 07.1280 W, 08:09:17.00, 226.7
2023-03-30 08:09:43,  3700,  4934, 00 28.7009 S, 094 07.1410 W, 08:09:32.00, 225.5
2023-03-30 08:09:58,  3708,  4945, 00 28.7153 S, 094 07.1550 W, 08:09:48.00, 213.7
2023-03-30 08:10:13,  3717,  4957, 00 28.7277 S, 094 07.1687 W, 08:10:03.00, 243.1
2023-03-30 08:10:28,  3726,  4968, 00 28.7404 S, 094 07.1822 W, 08:10:18.00, 216.9
2023-03-30 08:10:43,  3735,  4980, 00 28.7532 S, 094 07.1957 W, 08:10:33.00, 230.9
2023-03-30 08:10:59,  3744,  4992, 00 28.7668 S, 094 07.2096 W, 08:10:49.00, 228.3
2023-03-30 08:11:14,  3752,  5003, 00 28.7791 S, 094 07.2234 W, 08:11:04.00, 234.2
2023-03-30 08:11:29,  3760,  5014, 00 28.7901 S, 094 07.2377 W, 08:11:19.00, 234.5
2023-03-30 08:11:44,  3768,  5024, 00 28.8011 S, 094 07.2521 W, 08:11:34.00, 233.6
2023-03-30 08:11:59,  3774,  5032, 00 28.8102 S, 094 07.2664 W, 08:11:49.00, 243.3
2023-03-30 08:12:14,  3777,  5036, 00 28.8152 S, 094 07.2804 W, 08:12:04.00, 260.2
2023-03-30 08:12:29,  3774,  5033, 00 28.8163 S, 094 07.2935 W, 08:12:19.00, 263.2
2023-03-30 08:12:44,  3771,  5028, 00 28.8121 S, 094 07.3046 W, 08:12:34.00, 312.4
2023-03-30 08:12:59,  3765,  5020, 00 28.8027 S, 094 07.3133 W, 08:12:50.00, 322.5
2023-03-30 08:13:15,  3756,  5008, 00 28.7922 S, 094 07.3217 W, 08:13:05.00, 316.6
2023-03-30 08:13:30,  3747,  4996, 00 28.7797 S, 094 07.3302 W, 08:13:20.00, 326.9
2023-03-30 08:13:45,  3738,  4984, 00 28.7669 S, 094 07.3401 W, 08:13:35.00, 314.3
2023-03-30 08:14:00,  3729,  4973, 00 28.7544 S, 094 07.3518 W, 08:13:50.00, 312.8
2023-03-30 08:14:15,  3722,  4963, 00 28.7426 S, 094 07.3652 W, 08:14:05.00, 311.5
2023-03-30 08:14:31,  3714,  4953, 00 28.7305 S, 094 07.3807 W, 08:14:21.00, 305.1
2023-03-30 08:15:01,  3699,  4932, 00 28.7062 S, 094 07.4097 W, 08:14:51.00, 313.5
2023-03-30 08:15:16,  3690,  4921, 00 28.6928 S, 094 07.4237 W, 08:15:06.00, 314.5
2023-03-30 08:15:31,  3683,  4911, 00 28.6784 S, 094 07.4365 W, 08:15:21.00, 321.9
2023-03-30 08:15:46,  3675,  4901, 00 28.6642 S, 094 07.4499 W, 08:15:36.00, 319.3
2023-03-30 08:16:01,  3667,  4890, 00 28.6489 S, 094 07.4643 W, 08:15:52.00, 313.2
2023-03-30 08:16:17,  3660,  4880, 00 28.6348 S, 094 07.4776 W, 08:16:07.00, 314.9
2023-03-30 08:16:32,  3654,  4873, 00 28.6209 S, 094 07.4912 W, 08:16:22.00, 319.8
2023-03-30 08:16:44,  1678,  2238, 00 28.6103 S, 094 07.5027 W, 08:16:34.00, 311.6
2023-03-30 08:16:57,   132,   176, 00 28.5990 S, 094 07.5150 W, 08:16:47.00, 308.3
2023-03-30 08:17:17,  3638,  4851, 00 28.5813 S, 094 07.5343 W, 08:17:07.00, 315.4
2023-03-30 08:17:32,  3633,  4844, 00 28.5678 S, 094 07.5484 W, 08:17:22.00, 318.2
2023-03-30 08:17:46,  2682,  3577, 00 28.5552 S, 094 07.5617 W, 08:17:36.00, 310.1
2023-03-30 08:18:02,  3626,  4835, 00 28.5404 S, 094 07.5766 W, 08:17:52.00, 317.6
2023-03-30 08:18:15,  1704,  2272, 00 28.5286 S, 094 07.5889 W, 08:18:05.00, 311.0
2023-03-30 08:18:32,  3619,  4826, 00 28.5131 S, 094 07.6050 W, 08:18:22.00, 315.1
2023-03-30 08:18:47,  3615,  4820, 00 28.4991 S, 094 07.6188 W, 08:18:37.00, 314.6
2023-03-30 08:19:03,  3612,  4817, 00 28.4845 S, 094 07.6338 W, 08:18:53.00, 319.7
2023-03-30 08:19:18,  3611,  4815, 00 28.4707 S, 094 07.6480 W, 08:19:08.00, 310.2
2023-03-30 08:19:33,  3608,  4811, 00 28.4569 S, 094 07.6620 W, 08:19:23.00, 315.2
2023-03-30 08:19:48,  3606,  4809, 00 28.4428 S, 094 07.6759 W, 08:19:38.00, 318.0
2023-03-30 08:20:03,  3606,  4808, 00 28.4291 S, 094 07.6903 W, 08:19:53.00, 310.0
2023-03-30 08:20:18,  3604,  4806, 00 28.4156 S, 094 07.7047 W, 08:20:08.00, 315.1
2023-03-30 08:20:33,  3604,  4806, 00 28.4021 S, 094 07.7193 W, 08:20:23.00, 314.2
2023-03-30 08:20:48,  3606,  4808, 00 28.3886 S, 094 07.7337 W, 08:20:38.00, 309.4
2023-03-30 08:21:03,  3606,  4808, 00 28.3752 S, 094 07.7484 W, 08:20:53.00, 317.5
2023-03-30 08:21:18,  3606,  4809, 00 28.3613 S, 094 07.7627 W, 08:21:08.00, 315.0
2023-03-30 08:21:33,  3608,  4811, 00 28.3477 S, 094 07.7770 W, 08:21:23.00, 313.0
2023-03-30 08:21:48,  3610,  4814, 00 28.3343 S, 094 07.7916 W, 08:21:38.00, 312.4
2023-03-30 08:22:03,  3612,  4816, 00 28.3208 S, 094 07.8061 W, 08:21:53.00, 306.7
2023-03-30 08:22:19,  3615,  4821, 00 28.3064 S, 094 07.8216 W, 08:22:09.00, 319.3
2023-03-30 08:22:34,  3617,  4823, 00 28.2932 S, 094 07.8363 W, 08:22:24.00, 309.6
2023-03-30 08:22:49,  3621,  4828, 00 28.2797 S, 094 07.8507 W, 08:22:39.00, 314.9
2023-03-30 08:23:04,  3625,  4834, 00 28.2665 S, 094 07.8655 W, 08:22:54.00, 314.4
2023-03-30 08:23:19,  3628,  4838, 00 28.2533 S, 094 07.8802 W, 08:23:09.00, 307.2
2023-03-30 08:23:34,  3633,  4844, 00 28.2399 S, 094 07.8947 W, 08:23:24.00, 315.4
2023-03-30 08:23:49,  3639,  4852, 00 28.2265 S, 094 07.9092 W, 08:23:39.00, 313.2
2023-03-30 08:24:04,  3643,  4858, 00 28.2135 S, 094 07.9238 W, 08:23:54.00, 308.6
2023-03-30 08:24:19,  3649,  4866, 00 28.2004 S, 094 07.9385 W, 08:24:09.00, 309.1
